id,name,address,lat,lng,Estado del lead,Etapa del ciclo de vida,Número de veces contactado,frecuencia_compra,cantidad_de_sucursales
18430323892,C&P - La Era I y II - Nave F pasillo E-F Y pasillo central,"Nave F pasillo E-F Y pasillo central, Central de Abastos, La Era I y II, Iztapalapa, 09720 Ciudad de México, CDMX, México",19.3418554,-99.0526466,Nuevo [Automático],Lead,,,
18430343236,Área de Electroquímica - 1ra Secc - Unnamed Road,"Unnamed Road, Leyes de Reforma, 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México",19.3602634,-99.0723463,Nuevo [Automático],Lead,,,
18428364576,Farmalive - Ejército de Agua Prieta - Pedro Rodríguez Triana 2D,"Pedro Rodríguez Triana 2D, Ejército de Agua Prieta, Iztapalapa, 09578 Ciudad de México, CDMX, México",19.3654288,-99.0342745,En Gestión [Automático],Lead,6.0,,
18428450081,Super Farmacias ISSSTE - Colonia del Valle Centro - Edificio H Local 52 Eje 3 Pte,"Edificio H Local 52 Eje 3 Pte, Av. Coyoacán 1435, Col del Valle Centro, Coyoacán, 03100 Ciudad de México, CDMX, México",19.3702046,-99.1715829,En Gestión [Automático],Lead,4.0,,
18429246620,GNC Av. Toluca - Olivar de los Padres - Av Toluca 511-Local 3,"Av Toluca 511-Local 3, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, México",19.3395079,-99.2188982,Nuevo [Automático],Lead,,,
18430300928,Neolpharma - El Rosario - Av. División del Nte. 3377,"Av. División del Nte. 3377, El Rosario, Coyoacán, 04380 Ciudad de México, CDMX, México",19.3291894,-99.1431087,En Gestión [Automático],Lead,3.0,,
18428462501,FA Plaza Loreto - San Ángel - Rio de la Magdalena 17,"Rio de la Magdalena 17, Tizapán San Ángel, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX, México",19.3385982,-99.1936902,Nuevo [Automático],Lead,,,
18429142657,Farmacia GI - El Santuario - San Pedro 16,"San Pedro 16, El Santuario, Iztapalapa, 09820 Ciudad de México, CDMX, México",19.3545822,-99.094385,Nuevo [Automático],Lead,,,
18429290268,Farma.CIA - Huayamilpas - Rey Nezahualcóyotl 220,"Rey Nezahualcóyotl 220, Huayamilpas, Coyoacán, 04300 Ciudad de México, CDMX, México",19.3231373,-99.1520223,En Gestión [Automático],Lead,10.0,,
18430271094,Farmacia San Isidro Sur - Parque San Andrés - Av. División del Nte. 2911,"Av. División del Nte. 2911, Parque San Andrés, Coyoacán, 04040 Ciudad de México, CDMX, México",19.3440948,-99.1494818,Nuevo [Automático],Lead,,,
18430284673,Farmacia IntegraMed - El Rosario - El Rosario,"El Rosario, Coyoacán, 04380 Ciudad de México, CDMX, México",19.3285751,-99.1432923,En Gestión [Automático],Lead,3.0,,
18430312865,Farma unica - Centro - Av Francisco I. Madero 35,"Av Francisco I. Madero 35, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Centro, CDMX, México",19.433395,-99.1375914,En Gestión [Automático],Lead,1.0,,
18428450079,Punto Yastás en Farmacia Angel - Palmitas - Turitzio MZ76 LT9,"Turitzio MZ76 LT9, Palmitas, Iztapalapa, 09670 Ciudad de México, CDMX, México",19.3343812,-99.0253869,Nuevo [Automático],Lead,,,
18429272480,Farmacias El Fenix del Cto - Santa Cruz Meyehualco - Sta Cruz Meyehualco,"Sta Cruz Meyehualco, Iztapalapa, 09700 Ciudad de México, CDMX, México",19.3424653,-99.0459012,Nuevo [Automático],Lead,,,
18430278918,GNC Ched. Anfora - Madero - C. Ánfora 71,"C. Ánfora 71, Madero, Venustiano Carranza, 15360 Ciudad de México, CDMX, México",19.4361695,-99.1097341,Nuevo [Automático],Lead,,,
18430281479,Farmacias del Doctor Descuento - Ajusco - Mixtecas Mz 62 Lt 17,"Mixtecas Mz 62 Lt 17, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, México",19.3209309,-99.1595146,Nuevo [Automático],Lead,,,
18430290613,Farmacias Especializadas - Monte de Piedad - M. Riva Palacio 13,"M. Riva Palacio 13, Monte de Piedad, Coyoacán, 04310 Ciudad de México, CDMX, México",19.3442845,-99.1736691,CADENA - No Contactar,Lead,,,
18428462502,Tech in Pharma - Jardines en la Montaña - Periferico Sur oficina 201,"Periferico Sur oficina 201, Jardines en la Montaña, Coyoacán, 14210 Ciudad de México, CDMX, México",19.3040967,-99.2052915,En Gestión [Automático],Lead,6.0,,
18430276208,Comerciacializadora Farmaceutica De Chiapas Sa - Campestre - Av. Revolución 1355,"Av. Revolución 1355, Campestre, Álvaro Obregón, 01040 Ciudad de México, CDMX, México",19.3576573,-99.189929,En Gestión [Automático],Lead,2.0,,
18430295891,Farmacia San Pablo Luis Cabrera - San Jerónimo Aculco - Av. Luis Cabrera 74,"Av. Luis Cabrera 74, San Jerónimo Aculco, La Magdalena Contreras, 10400 Ciudad de México, CDMX, México",19.322477,-99.222817,Nuevo [Automático],Lead,,,
18429182857,Farmacia Esfenoides - Olivar del Conde 1ra Sección - C. 3 41,"C. 3 41, Olivar del Conde 1ra Secc, Álvaro Obregón, 01400 Ciudad de México, CDMX, México",19.3743,-99.2035783,En Gestión [Automático],Lead,6.0,,
18429298450,Farmacia San Pablo Eje 8 - Banjidal - Avenida,"Avenida, Ermita Iztapalapa 94, Banjidal, Iztapalapa, 09450 Ciudad de México, CDMX, México",19.3597974,-99.1387516,Nuevo [Automático],Lead,,,
18430312866,"Farmacia Gi ""Nay Ann"" - Leyes de Reforma 1ra Sección - Leyes de Reforma 1ra Secc","Leyes de Reforma 1ra Secc, 09310 Ciudad de México, CDMX, México",19.3653437,-99.0696476,Nuevo [Automático],Lead,,,
18429269762,Farmacia Gi Fercho - Pedregal de Santa Úrsula - Sto. Tomás 595-20,"Sto. Tomás 595-20, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, México",19.3123377,-99.1528157,Nuevo [Automático],Lead,,,
18430300929,"Farmacia ""Miroslava"" - Culhuacan CTM Zona X - Seccion X Coyoacán 04939 Ciudad de México CDMX MX","Seccion X Coyoacán 04939 Ciudad de México CDMX MX, Av. Cafetales Edif. 37, entre Andador 15 y Andador 17, Coapa, Culhuacan CTM Zona X, Coyoacán, 04939 Ciudad de México, CDMX, México",19.3098095,-99.110909,En Gestión [Automático],Lead,3.0,,
18430330026,Farmacia San Pablo San Cosme -  - Av. Ribera de San Cosme 55,"Av. Ribera de San Cosme 55, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, México",19.44145,-99.158898,Nuevo [Automático],Lead,,,
18429282696,Similares de cambio - Caracol - Cangrejo 18,"Cangrejo 18, Caracol, Venustiano Carranza, 15630 Ciudad de México, CDMX, México",,,Nuevo [Automático],Lead,,,
18430343238,Genericos Farmacia Nueva Similares - San Juan Xalpa - Durazno 13,"Durazno 13, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, México",19.3358606,-99.08046,Nuevo [Automático],Lead,,,
18429246623,Farmacia GI - Guadalupe del Moral - Colima Esquina Calle Vicente Suárez 12,"Colima Esquina Calle Vicente Suárez 12, Guadalupe del Moral, Iztapalapa, 09300 Ciudad de México, CDMX, México",19.3682369,-99.0749461,Nuevo [Automático],Lead,,,
18430318521,Farmacia Genericos Y Similares San Charbel - Santiago Acahualtepec - Cuauhtémoc No-25 B,"Cuauhtémoc No-25 B, Local -1, Santiago Acahualtepec, Iztapalapa, 09600 Iztapalapa, CDMX, México",19.3553346,-99.0038419,Nuevo [Automático],Lead,,,
18429240725,farmacias lia y entregas ups - Agrícola Pantitlán - Calle 6 310-local B,"Calle 6 310-local B, Agrícola Pantitlán, Iztacalco, 08100 Ciudad de México, CDMX, México",19.4142425,-99.0587357,En Gestión [Automático],Lead,21.0,,
18429208222,UltraMed - Guadalupe Inn - Alfonso Esparza Oteo 144,"Alfonso Esparza Oteo 144, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México",19.354391,-99.1858818,En Gestión [Automático],Lead,1.0,,
18429182858,Farmacias El Fenix del Centro - Ermita Zaragoza - Calz. Ignacio Zaragoza 889,"Calz. Ignacio Zaragoza 889, Ermita Zaragoza, Iztapalapa, 09510 Ciudad de México, CDMX, México",,,Nuevo [Automático],Lead,,,
18430343240,GNC Galerías Insurgentes - Actipan - Parroquia 179-Local 161,"Parroquia 179-Local 161, Actipan, Benito Juárez, 03230 Ciudad de México, CDMX, México",19.371136,-99.178516,Nuevo [Automático],Lead,,,
18429236823,Farmacia San Isidro Coapa - Col. Los girasoles - Canal de Miramontes 2083,"Canal de Miramontes 2083, Coapa, Col. Los girasoles, Coyoacán, 04920 Ciudad de México, CDMX, México",19.306651,-99.1247272,Nuevo [Automático],Lead,,,
18428450082,Grupo Gylsa - Nicanor Arbide - Cerrada 3era de Minas 501,"Cerrada 3era de Minas 501, Nicanor Arbide, Álvaro Obregón, 01280 Álvaro Obregón, CDMX, México",19.3812995,-99.2061126,En Gestión [Automático],Lead,2.0,,
18429142659,"GNC Sup. Gran Patio Universidad, B. Juarez (CDMX) - Xoco - Av. Popocatépetl 546-Local S27","Av. Popocatépetl 546-Local S27, Xoco, Benito Juárez, 03300 Ciudad de México, CDMX, México",19.3656004,-99.1669905,Nuevo [Automático],Lead,,,
18429188958,Punto Piel Farmacia Dermatológica - Jardines del Pedregal - Av. San Jerónimo 630-L47 A. Col. Jardines del Pedregal Delegación,"Av. San Jerónimo 630-L47 A. Col. Jardines del Pedregal Delegación, Jardines del Pedregal, Álvaro Obregón, 01090 Ciudad de México, CDMX, México",,,En Gestión [Automático],Lead,1.0,,
18429236824,Farmacias Mederyfarma Del Rayo - Xoco - Av. México Coyoacán 259,"Av. México Coyoacán 259, Xoco, Benito Juárez, 03330 Ciudad de México, CDMX, México",19.3635353,-99.162996,Nuevo [Automático],Lead,,,
18429255209,Psicofarma - Portales Norte - Municipio Libre 17,"Municipio Libre 17, Portales Nte, Benito Juárez, 03570 Ciudad de México, CDMX, México",19.3675075,-99.1384447,Nuevo [Automático],Lead,,,
18430287685,MultiFarmacias Genericos - Tolteca - C. Canario 120,"C. Canario 120, Tolteca, Álvaro Obregón, 01150 Ciudad de México, CDMX, México",19.3959069,-99.1931513,Nuevo [Automático],Lead,,,
18429260688,Punto Yastás en Farmacia Sagrario - Xalpa - C. 1 MZE LT1,"C. 1 MZE LT1, Xalpa, Iztapalapa, 09640 Ciudad de México, CDMX, México",19.3364519,-99.0175657,Nuevo [Automático],Lead,,,
18429142660,GNC Plaza Palmas - Lomas de Chapultepec III Sección - Av. Paseo de las Palmas 781-Local S1-I,"Av. Paseo de las Palmas 781-Local S1-I, Lomas de Chapultepec III Secc, Miguel Hidalgo, 11000 Del. Miguel Hidalgo, CDMX, México",19.4292767,-99.2168198,Nuevo [Automático],Lead,,,
18430326596,ECO FARMACIA - El Chamizal - Manzana 5 Lote 75,"Manzana 5 Lote 75, Av. Benito Juarez S/N, El Chamizal, Iztapalapa, 09760 Ciudad de México, CDMX, México",19.3290215,-99.0546299,Nuevo [Automático],Lead,,,
18429282697,Farmacia y Consultorio NOVAMED - Pedregal de Santo Domingo - Papalotl 62,"Papalotl 62, Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX, México",19.33319,-99.1615845,En Gestión [Automático],Lead,5.0,,
18430315420,AGR Medical Tlalpan - Nativitas - Calz. de Tlalpan 1108,"Calz. de Tlalpan 1108, Nativitas, Benito Juárez, 03500 Ciudad de México, CDMX, México",19.3778497,-99.1401541,En Gestión [Automático],Lead,3.0,,
18430315421,EyeCare Group - Lomas de Chapultepec - Av. Paseo de las Palmas 735-PB3,"Av. Paseo de las Palmas 735-PB3, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México",19.4298552,-99.2152307,En Gestión [Automático],Lead,5.0,,
18430323893,Pharma Club - Merced Gómez - Av Centenario 244 C,"Av Centenario 244 C, Merced Gómez, Álvaro Obregón, 01600 Ciudad de México, CDMX, México",19.3662634,-99.2022527,Nuevo [Automático],Lead,,,
18430354547,Farmanatura - Tlaxpana - Tlaloc 39,"Tlaloc 39, Tlaxpana, Miguel Hidalgo, 11370 Ciudad de México, CDMX, México",19.4420589,-99.1688721,En Gestión [Automático],Lead,1.0,,
18428394893,Farmacia Líbano - Tlaxpana - Cto. Interior Melchor Ocampo 71,"Cto. Interior Melchor Ocampo 71, Tlaxpana, Miguel Hidalgo, 11370 Ciudad de México, CDMX, México",19.4389472,-99.1684183,En Gestión [Automático],Lead,3.0,,
18430318592,Farmacia del Doctor Descuento - Arenal 4ta Sección - Xochitlán Sur Mz 7-Lt 2,"Xochitlán Sur Mz 7-Lt 2, Arenal 4ta Secc, Venustiano Carranza, 15660 Ciudad de México, CDMX, México",19.4294133,-99.0579968,Nuevo [Automático],Lead,,,
18430351975,Farmacia De La Salud - Ixtlahuacan - Ixtlahuacan,"Ixtlahuacan, Iztapalapa, 09696 Ciudad de México, CDMX, México",19.3336863,-98.996094,Nuevo [Automático],Lead,,,
18429213058,Farmacias De Mamú - Moctezuma 1ra Sección - C. Juan A Gutiérrez 27,"C. Juan A Gutiérrez 27, Moctezuma 1ra Secc, Venustiano Carranza, 15500 Ciudad de México, CDMX, México",,,Nuevo [Automático],Lead,,,
18429251936,Astromedica - Zona Urbana Ejidal Santa Martha Acatitla Norte - Cedros MZ176 LT1425,"Cedros MZ176 LT1425, Zona Urbana Ejidal Santa Martha Acatitla Nte., Iztapalapa, 09140 Ciudad de México, CDMX, México",19.3765929,-99.0081656,Nuevo [Automático],Lead,,,
18429290271,Farmacia Gi - Xalpa - Ermita Iztapalapa 3399,"Ermita Iztapalapa 3399, Xalpa, Iztapalapa, 09640 Ciudad de México, CDMX, México",19.3458291,-99.0198682,Nuevo [Automático],Lead,,,
18429290272,VIRIDAY PHARMA - Portales Sur - Av. Nevado 159-Local C,"Av. Nevado 159-Local C, Portales Sur, Benito Juárez, 03300 Ciudad de México, CDMX, México",19.3604428,-99.1523084,En Gestión [Automático],Lead,11.0,,
18430303851,Farmacias Mederyfarma Orozco - Santiago Acahualtepec - Hank González MZ 3-LT 21,"Hank González MZ 3-LT 21, Santiago Acahualtepec, Iztapalapa, 09609 Ciudad de México, CDMX, México",19.3441096,-99.0091633,Nuevo [Automático],Lead,,,
18428364580,Farmacia San Pablo Centro - Centro - C. 5 de Febrero 26-28,"C. 5 de Febrero 26-28, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",19.429765,-99.134651,Nuevo [Automático],Lead,,,
18430284674,Farmacias Gi - Emilio Carranza - Moctezuma 2da Sección - Av Emilio Carranza esq-ort 150,"Av Emilio Carranza esq-ort 150, Moctezuma 2da Secc, Venustiano Carranza, 15530 Venustiano Carranza, CDMX, México",19.4295659,-99.1026864,Nuevo [Automático],Lead,,,
18430320904,Farmacia San Pablo Centenario - Arcos de Centenario - Av Centenario 909,"Av Centenario 909, Arcos de Centenario, Álvaro Obregón, 01560 Ciudad de México, CDMX, México",19.3612963,-99.2271843,Nuevo [Automático],Lead,,,
18430339112,Farmacias Hc - San Rafael - Serapio Rendon 82,"Serapio Rendon 82, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, México",,,Reunión Agendada [Automático],Lead calificado por ventas,16.0,Diaria,3.0
18429228122,ALTERSHOP FARMA...! - San Francisco Culhuacan de San Francisco - Av de los Apaches 340b,"Av de los Apaches 340b, San Francisco Culhuacan, San Francisco Culhuacan de San Francisco, Coyoacán, 04260 Ciudad de México, CDMX, México",19.3329271,-99.1166517,En Gestión [Automático],Lead,3.0,,
18429272483,Farmacia del Consuelo - Romero Rubio - África 70 esq,"África 70 esq, Cantón, Romero Rubio, Venustiano Carranza, 15400 Venustiano Carranza, CDMX, México",19.4425714,-99.0991674,Número Inválido,Lead,0.0,,
18430293657,Farmacia San Jorge de Genéricos - Pedregal de Santa Úrsula - San Cástulo Mz657 Lt5,"San Cástulo Mz657 Lt5, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX, México",19.3068449,-99.1524236,En Gestión [Automático],Lead,6.0,,
18430300931,Farmacia De Gi - Santa María Nonoalco - Jacobo Callot 32,"Jacobo Callot 32, Santa María Nonoalco, Álvaro Obregón, 01420 Ciudad de México, CDMX, México",,,Nuevo [Automático],Lead,,,
18430310426,DiMAX PHARMA - Moctezuma 1ra Sección - Joaquin,"Joaquin, Martinez de Alba 46-Local B, Moctezuma 1ra Secc, Venustiano Carranza, 15500 Ciudad de México, CDMX, México",19.4306887,-99.1075146,En Gestión [Automático],Lead,8.0,,
18430315423,Farmacia de Genericos y Similares - Lomas de la Estancia - Av. Cañada 28-lot.7,"Av. Cañada 28-lot.7, Lomas de la Estancia, Iztapalapa, 09640 Ciudad de México, CDMX, México",19.3369862,-99.0053589,Nuevo [Automático],Lead,,,
18430326598,FARMACIA GENERICOS Y SIMILARES ULTRAFARMA - Pedregal de Santo Domingo - Zihuatlán,"Zihuatlán, Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX, México",19.3189516,-99.1664131,Nuevo [Automático],Lead,,,
18430348721,GPSCONEXION S.A. de C.V. - Moctezuma 1ra Sección - Francisco Espejel 129 2 pb,"Francisco Espejel 129 2 pb, Moctezuma 1ra Secc, Venustiano Carranza, 15500 Ciudad de México, CDMX, México",19.3907336,-99.1436127,En Gestión [Automático],Lead,4.0,,
18428450084,Farmacia San Reni - Consejo Agrarista Mexicano - Villa Brusual mz 13 Lt 4,"Villa Brusual mz 13 Lt 4, Desarrollo urbano quetzalcoatl Villa Brusual, Manzano 13-lt 4, Consejo Agrarista Mexicano, Iztapalapa, 09700 Ciudad de México, CDMX, México",19.3332313,-99.0419014,Nuevo [Automático],Lead,,,
18428450085,Farmacia de genéricos farmaven - Agrícola Oriental - Eje 6 Ote 253-local 3,"Eje 6 Ote 253-local 3, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, México",19.3881707,-99.0666483,En Gestión [Automático],Lead,5.0,,
18429205514,Corporativo Recursos Humanos Grupo San Pablo - Colonia del Valle Sur - Campus Corporativo,"Campus Corporativo, Av. Coyoacán 1622, Col del Valle Sur, Benito Juárez, 03100 Ciudad de México, CDMX, México",19.3658282,-99.1719665,Nuevo [Automático],Lead,,,
18429296002,Aarón Farmacia YIAB - Pueblo Quieto - Cuauhtémoc MZ8 LT5,"Cuauhtémoc MZ8 LT5, Pueblo Quieto, Tlalpan, 14040 Ciudad de México, CDMX, México",19.3141782,-99.2176961,Nuevo [Automático],Lead,,,
18428462503,Farcias Similares S.A. de C.V. - José López Portillo - Calz de la Virgen Lt 4,"Calz de la Virgen Lt 4, José López Portillo, Iztapalapa, 04850 Ciudad de México, CDMX, México",19.3100691,-99.0808113,Nuevo [Automático],Lead,,,
18429162616,Farmacia la generosa valle - Colonia del Valle Sur - Eje 7 Sur Félix Cuevas,"Eje 7 Sur Félix Cuevas, Adolfo Prieto, Col del Valle Sur, Benito Juárez, 03104 Ciudad de México, CDMX, México",19.3724431,-99.1722136,Nuevo [Automático],Lead,,,
18429246627,Farmacias De La Salud - Moctezuma 2da Sección - C. Ote. 148 102,"C. Ote. 148 102, Moctezuma 2da Secc, Venustiano Carranza, 15530 Ciudad de México, CDMX, México",19.4297124,-99.1034009,Nuevo [Automático],Lead,,,
18429298451,FARMACIAS VERDUX - Constitución de 1917 - Anillo Periférico Mz 6,"Anillo Periférico Mz 6, Lote 29, Iztapalapa, Constitución de 1917, Iztapalapa, 09260 Ciudad de México, CDMX, México",19.3526841,-99.0590923,En Gestión [Automático],Lead,6.0,,
18430300933,Farmacia GI - Ampliación Los Reyes - Tetlepanquetzalzin Mz 721 Lt 18,"Tetlepanquetzalzin Mz 721 Lt 18, Zona Urbana Ejidal los Reyes Culhuacan, Amp. Los Reyes, Iztapalapa, 09849 Iztapalapa, CDMX, México",19.346687,-99.101097,Nuevo [Automático],Lead,,,
18430333020,Ultra Pharma - Las Arboledas - Roble,"Roble, Ampliación los Olivos, Las Arboledas, Tláhuac, 13210 Ciudad de México, CDMX, México",19.3106483,-99.0524109,En Gestión [Automático],Lead,6.0,,
18430354549,"FARMACIA ""RG"" - Casa Blanca - Bellavista esquina con arboleda Bellavista 18","Bellavista esquina con arboleda Bellavista 18, Casa Blanca, Iztapalapa, 09860 Ciudad de México, CDMX, México",19.3304707,-99.0671035,En Gestión [Automático],Lead,5.0,,
18430357659,Sandoval Farmacia - San Mateo - Heroes del 47 10,"Heroes del 47 10, San Mateo, Coyoacán, 04120 Ciudad de México, CDMX, México",19.3503593,-99.1462321,En Gestión [Automático],Lead,8.0,,
18429219342,Farmacias GI - Constitución de 1917 - Segunda Cda. Hidalgo 17 B,"Segunda Cda. Hidalgo 17 B, Constitución de 1917, Iztapalapa, 09260 Ciudad de México, CDMX, México",19.3483052,-99.0594537,Nuevo [Automático],Lead,,,
18429274686,Farmacia G.I & Patente - Guadalupe - Arquería,"Arquería, Guadalupe, Iztapalapa, 09900 Ciudad de México, CDMX, México",19.3119162,-99.0719671,Nuevo [Automático],Lead,,,
18430297867,Farmacias tradicionales San Pedro - Chinam Pac de Juárez - Av. Villa General Mitri Y,"Av. Villa General Mitri Y, Rosario Castellanos Mz1 Lt 2, Chinam Pac de Juárez, Iztapalapa, 09700 Ciudad de México, CDMX, México",19.3746406,-99.052992,Nuevo [Automático],Lead,,,
18430323896,ARMED Innovando tu salud - San Miguel - Av. Luis Hidalgo Monroy 305,"Av. Luis Hidalgo Monroy 305, San Miguel, Iztapalapa, 09360 Ciudad de México, CDMX, México",19.3562615,-99.0812297,En Gestión [Automático],Lead,2.0,,
18428394894,Centro De Copiado E Impresión Papelerias Dr. Salva Compu - Ajusco - Av. del Imán,"Av. del Imán, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX, México",,,Nuevo [Automático],Lead,,,
18428462505,Eco Farmacias - Escuadrón 201 - Ermita Iztapalapa 658,"Ermita Iztapalapa 658, Escuadrón 201, Iztapalapa, 09060 Ciudad de México, CDMX, México",19.356923,-99.113642,Negocio Positivo [Automático],Oportunidad,8.0,Quincenalmente,
18430276210,El Surtidor De Su Farmacia - Área Federal Central de Abastos - Pasillo B - C,"Pasillo B - C, Área Federal Central de Abastos, Iztapalapa, 09040 Ciudad de México, CDMX, México",19.3766447,-99.0910668,En Gestión [Automático],Lead,3.0,,
18430295892,Farmacia Homeopática Santa Ursula - Exejido de Santa Úrsula Coapa - Primera Cda. de Avenida del Imán,"Primera Cda. de Avenida del Imán, Exejido de Sta Úrsula Coapa, Coyoacán, 04600 Ciudad de México, CDMX, México",19.3050494,-99.1604821,Reunión Agendada [Automático],Lead calificado por ventas,7.0,Diaria,1.0
18430297868,Farma Club - Agrícola Oriental - Javier,"Javier, Av. Javier Rojo Gómez 273, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, México",19.4044776,-99.0704602,En Gestión [Automático],Lead,6.0,,
18430303852,Farmacia De 180 - Periodista - Av. Rodolfo Gaona,"Av. Rodolfo Gaona, Periodista, Miguel Hidalgo, 11200 Ciudad de México, CDMX, México",19.4501136,-99.2167936,Nuevo [Automático],Lead,,,
18430326599,Farmacias Gi - Escuinapa - Pedregal de Santo Domingo - Pedregal de Santo Domingo,"Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX, México",19.3289306,-99.1603143,Nuevo [Automático],Lead,,,
18429222818,Eco-farma - Agrícola Oriental - Sur 24 68,"Sur 24 68, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, México",19.3883184,-99.0732953,En Gestión [Automático],Lead,4.0,,
18429290273,Punto Yastás en Farmacia Fany - Renovación - C. 4 MZ22 LT55,"C. 4 MZ22 LT55, Renovación, Iztapalapa, 09209 Ciudad de México, CDMX, México",19.3699978,-99.0491985,Nuevo [Automático],Lead,,,
18430312868,Farmacias La Generosa Suc Sullivan - San Rafael - C. James Sullivan 17a,"C. James Sullivan 17a, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, México",19.4327248,-99.1598522,Nuevo [Automático],Lead,,,
18430343243,Farmacia de genéricos del rio - San Francisco Culhuacan de San Francisco - San Francisco 15-Loc.2,"San Francisco 15-Loc.2, San Francisco Culhuacan, San Francisco Culhuacan de San Francisco, Coyoacán, 04440 Ciudad de México, CDMX, México",19.3380799,-99.1175687,Nuevo [Automático],Lead,,,
18429192224,Farmacia San Pablo Revolución - Mixcoac - Av. Revolución 1057-Local A,"Av. Revolución 1057-Local A, Mixcoac, Benito Juárez, 03910 Ciudad de México, CDMX, México",19.3683644,-99.1886777,Nuevo [Automático],Lead,,,
18430306630,CONSULTA MEDICA - Chinam Pac de Juárez - Esquina Prolongacion Plutarco Elias Calles,"Esquina Prolongacion Plutarco Elias Calles, 2711, Chinam Pac de Juárez, Iztapalapa, 09208 Ciudad de México, CDMX, México",19.3810934,-99.0544637,Nuevo [Automático],Lead,,,
18429260691,Divers - Terminal 2 Puerta 74 - México (Lic. Benito Juárez) - Terminal 2,"Terminal 2, Fuerza Aérea Mexicana S/N, México (Lic. Benito Juárez), Venustiano Carranza, 15620 Venustiano Carranza, CDMX, México",19.4361436,-99.0804303,Nuevo [Automático],Lead,,,
18429285488,Farmacia Mederyfarma Vives - San Juan Xalpa - AV 11 NO 27 ESQ. AV ESTRELLA,"AV 11 NO 27 ESQ. AV ESTRELLA, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, México",19.3365464,-99.0810528,Nuevo [Automático],Lead,,,
18430281484,FARMACIA - Ejército de Oriente Zona Peñón - Camilo Ríos,"Camilo Ríos, Ejército de Oriente Zona Peñón, Iztapalapa, 09239 Ciudad de México, CDMX, México",19.3711342,-99.0287505,Nuevo [Automático],Lead,,,
18430339116,Pharma Club - Albert - Av. Víctor Hugo 49,"Av. Víctor Hugo 49, Albert, Benito Juárez, 03300 Ciudad de México, CDMX, México",19.3693159,-99.1412577,Nuevo [Automático],Lead,,,
18429201553,Arciga Moreno Marco Tulio - Cuauhtémoc - Ponciano Arriaga 1,"Ponciano Arriaga 1, Cuauhtémoc, 06030 Ciudad de México, CDMX, México",19.4387104,-99.1536295,En Gestión [Automático],Lead,10.0,,
18429205518,City Farma - El Molino Iztapalapa - Avenida Rojo Gómez NRO. 44 F,"Avenida Rojo Gómez NRO. 44 F, El Molino Iztapalapa, Iztapalapa, 09000 Ciudad de México, CDMX, México",,,Nuevo [Automático],Lead,,,
18429213060,FARMACIA ABAMCD ABBA (ABASTECEDORA MÉDICA) - Desarrollo Urbano Quetzalcóatl - Rosario Castellanos y Villa San Antonio Mz 66 Lt 7Desarrollo Urbano Quetzalcoatl,mexico,19.3203934,-99.0371674,En Gestión [Automático],Lead,12.0,Diaria,1.0
18429222820,FARMACIA CRUZ AZUL SAN ANGEL INN - Xoco - Cto Interior Avenida Río Churubusco 601,"Cto Interior Avenida Río Churubusco 601, Xoco, Benito Juárez, 03339 Ciudad de México, CDMX, México",19.3588922,-99.1674693,En Gestión [Automático],Lead,16.0,,
18429266007,Bodega Aurrera Santa Lucia - Minas de Cristo - Prol. Rosa Blanca 185,"Prol. Rosa Blanca 185, Minas de Cristo, Álvaro Obregón, 01419 Ciudad de México, CDMX, México",19.3791605,-99.1996502,En Gestión [Automático],Lead,3.0,,
18430309460,. farmacia - Santa Martha Acatitla - Amador Salazar 18,"Amador Salazar 18, Santa Martha Acatitla, Iztapalapa, 09510 Ciudad de México, CDMX, México",19.3636488,-99.0072704,Nuevo [Automático],Lead,,,
18430330028,Farma Ge Plus - Culhuacan CTM VI - Av. Sta. Ana 87,"Av. Sta. Ana 87, Coapa, Culhuacan CTM VI, Coyoacán, 04480 Ciudad de México, CDMX, México",19.3283943,-99.116207,Nuevo [Automático],Lead,,,
